,# YTID,start_seconds,end_seconds,positive_labels,laughter,not_laughter
1727564,n1Spq_ZGk6o,0.0,10.0,/m/028ght,True,False
1728454,n3mGJ-1F3BE,200.0,210.0,"/m/03qtwd,/m/053hz1",True,False
1728505,n3tvDZqz5d8,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1729025,n5GWIlItf3w,570.0,580.0,"/m/028ght,/m/09x0r",True,False
1729208,n5hdB7ZQbE8,170.0,180.0,"/m/028ght,/m/04rlf",True,False
1729420,n6HLi_sSzLU,10.0,20.0,/m/028ght,True,False
1729616,n6ltw0cVN_s,180.0,190.0,"/m/03qtwd,/m/053hz1",True,False
1729768,n7ArGP18byA,40.0,50.0,"/m/04rlf,/m/053hz1",True,False
1730104,n82dIekAs-w,240.0,250.0,"/m/03qtwd,/m/053hz1",True,False
1730159,n8D4rTJ-1E4,190.0,200.0,"/m/028ght,/m/03qtwd,/m/0y4f8",True,False
1730231,n8OLzJrurZc,0.0,10.0,/m/028ght,True,False
1730811,n9u6oqIF--Q,40.0,50.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1730846,n9zxYu_0ClA,60.0,70.0,"/m/03qtwd,/m/053hz1",True,False
1731097,nAfU1PXrcB4,80.0,90.0,"/m/03qtwd,/m/053hz1",True,False
1731463,nBci0RawmR0,180.0,190.0,"/m/03qtwd,/m/053hz1",True,False
1731479,nBh8WsxZIh4,480.0,490.0,/m/028ght,True,False
1731593,nBxFJ9KMqcc,250.0,260.0,"/m/028ght,/m/09x0r",True,False
1731634,nC2YtQeD66Y,200.0,210.0,"/m/03qtwd,/m/053hz1",True,False
1731650,nC5ATEqVbzE,0.0,10.0,"/m/053hz1,/m/09x0r",True,False
1731676,nCAFSwAqeTQ,160.0,170.0,/m/028ght,True,False
1731933,nCpMrROIcKw,10.0,20.0,/m/053hz1,True,False
1732012,nD2-KFL1wQs,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1732592,nEahTzq1wQY,510.0,520.0,/m/053hz1,True,False
1732966,nFbr_7JPJM8,380.0,390.0,"/m/028ght,/m/04rlf",True,False
1734003,nIFPmm2IEWM,0.0,10.0,"/m/04rlf,/m/053hz1",True,False
1734029,nIJXF5NLf6M,210.0,220.0,"/m/028ght,/m/0ytgt",True,False
1734224,nInuEkULdGw,220.0,230.0,"/m/03qtwd,/m/053hz1",True,False
1734547,nJYtAZVAzDg,40.0,50.0,"/m/03qtwd,/m/053hz1",True,False
1734601,nJgwDliV-mA,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1734761,nK6aSj_RiOQ,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1734899,nKUNyOfTaTo,190.0,200.0,"/m/028ght,/m/04rlf,/m/09x0r",True,False
1735243,nLJIjQBc8mg,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1735797,nMik4q-TLus,560.0,570.0,"/m/028ght,/m/09x0r",True,False
1736075,nNVIWt8Uv0c,170.0,180.0,/m/028ght,True,False
1736489,nOcaeHsq_QQ,90.0,100.0,"/m/03qtwd,/m/053hz1",True,False
1736776,nPJJe62iO30,220.0,230.0,"/m/028ght,/m/04rlf,/m/09x0r",True,False
1737599,nRLGjmFcbG8,160.0,170.0,/m/053hz1,True,False
1737815,nRqvx6-ZM8k,60.0,70.0,"/m/018j2,/m/028ght,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0gg8l",True,False
1738026,nSREZFU2EoE,30.0,40.0,"/m/053hz1,/m/07rkbfh,/m/09x0r",True,False
1738619,nTvp1DoT6vg,450.0,460.0,/m/028ght,True,False
1738688,nU3rC6VvGkw,330.0,340.0,"/m/03qtwd,/m/053hz1",True,False
1738906,nUdGQSWumDk,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1739291,nV_qjybTAMA,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1739399,nVpijZj2Bto,110.0,120.0,/m/053hz1,True,False
1739744,nWfj2_qcvH0,80.0,90.0,/m/028ght,True,False
1739798,nWqMFr9ZW-w,150.0,160.0,"/m/028ght,/m/04rlf,/m/09x0r",True,False
1739835,nWvzaFQPilc,190.0,200.0,"/m/03qtwd,/m/053hz1",True,False
1739981,nXLzJpl6K98,30.0,40.0,"/m/053hz1,/m/09x0r",True,False
1740096,nXdE8FK9w14,30.0,40.0,"/m/028ght,/m/04rlf,/m/05zppz,/m/09x0r",True,False
1740134,nXjCBNEZ_lo,0.0,10.0,"/m/028ght,/m/04rlf",True,False
1740224,nXxw6w3Mz2k,200.0,210.0,/m/028ght,True,False
1740289,nY95GAQ2c5g,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1740421,nYVXyJHq8hw,390.0,400.0,"/m/028ght,/m/04rlf,/m/09x0r",True,False
1740693,nZ9iaCin3uo,230.0,240.0,"/m/04rlf,/m/053hz1",True,False
1741121,n_K3qHSq-rI,350.0,360.0,/m/028ght,True,False
1741553,naQbLrj4BWA,130.0,140.0,"/m/03qtwd,/m/053hz1",True,False
1741854,nbAnhgp7LqI,250.0,260.0,"/m/028ght,/m/04rlf",True,False
1742057,nbjrvFxwmvU,40.0,50.0,/m/028ght,True,False
1742148,nbzXcGdk7Fo,180.0,190.0,/m/028ght,True,False
1742882,ndtTuaLu-b4,160.0,170.0,"/m/015lz1,/m/028ght,/m/02fsn,/m/0342h,/m/04rlf,/m/04szw",True,False
1743375,nfCn8N-4HRA,40.0,50.0,/m/053hz1,True,False
1743496,nfVAuEekCAg,50.0,60.0,"/m/015lz1,/m/03qtwd,/m/053hz1",True,False
1743518,nfZ4GvKt51M,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1743917,ngfstvvkAjs,40.0,50.0,"/m/03qtwd,/m/04rlf,/m/053hz1,/m/09x0r",True,False
1744142,nhCxzOd5lNk,2.0,12.0,"/m/028ght,/m/03qtwd,/m/0c1dj",True,False
1744330,nhfep0qen4g,130.0,140.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1744821,niyvdGQxDuM,260.0,270.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1745206,njzygxCCCaw,210.0,220.0,/m/053hz1,True,False
1745642,nl6sJpgw__Q,0.0,10.0,"/m/053hz1,/m/09x0r",True,False
1746065,nmDjVJAdKuk,130.0,140.0,/m/028ght,True,False
1746490,nnMWK_w3HF0,460.0,470.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1746968,noWled7Rdvc,130.0,140.0,"/m/04rlf,/m/053hz1",True,False
1747473,npqQr3Mtouc,140.0,150.0,"/m/028ght,/m/04rlf,/m/09x0r",True,False
1747531,nq0h8Fn8vqg,160.0,170.0,"/m/028ght,/m/04rlf,/m/04szw,/m/07y_7,/m/0l14_3",True,False
1747847,nqnCSAEPNes,340.0,350.0,/m/028ght,True,False
1748024,nrIEhYMQlaE,370.0,380.0,"/m/03qtwd,/m/053hz1",True,False
1748388,nsDFSy3jG6s,110.0,120.0,"/m/015lz1,/m/04rlf,/m/053hz1,/m/09x0r",True,False
1748918,ntaurXMzO3o,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1748994,ntqiBlbKSr4,320.0,330.0,"/m/028ght,/m/04rlf,/m/04szw,/m/07y_7,/m/0l14_3",True,False
1749015,ntt_SVfJBVo,170.0,180.0,"/m/028ght,/m/09x0r",True,False
1749306,nudrTGR6cfY,200.0,210.0,"/m/03qtwd,/m/053hz1",True,False
1749755,nvk5FtB498I,80.0,90.0,"/m/053hz1,/m/09x0r",True,False
1750034,nwV01CTJVtY,180.0,190.0,"/m/01qbl,/m/026t6,/m/028ght,/m/02hnl,/m/03qtq,/m/04rlf,/m/04szw,/m/0l14md",True,False
1750644,ny2e_E9cjoE,10.0,20.0,/m/053hz1,True,False
1751174,nzScLuBtisY,120.0,130.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1751271,nzhEor72vAA,110.0,120.0,"/m/03qtwd,/m/053hz1",True,False
1751307,nzmkSd7KsIM,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1752039,o0fqmDyja0U,30.0,40.0,"/m/028ght,/m/04rlf",True,False
1752040,o0g6iNXBfMI,470.0,480.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1752276,o1JI3AOEPkY,160.0,170.0,/m/028ght,True,False
1752532,o1wam9DKR1U,10.0,20.0,"/m/03qtwd,/m/053hz1",True,False
1752549,o2-6TSqWPCY,170.0,180.0,"/m/028ght,/m/04rlf",True,False
1752881,o2toR79dQAU,0.0,10.0,"/m/03qtwd,/m/053hz1",True,False
1753476,o4Xf5GgRYgE,180.0,190.0,"/m/028ght,/m/04rlf,/m/09x0r",True,False
1753566,o4jT5pgMqRA,180.0,190.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1754082,o64NP86UXy8,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1754084,o64jOKNzWco,270.0,280.0,"/m/03qtwd,/m/053hz1",True,False
1754628,o7UncJHcY0I,80.0,90.0,"/m/03qtwd,/m/053hz1",True,False
1754663,o7_fOWDXLoY,190.0,200.0,"/m/04rlf,/m/053hz1",True,False
1754707,o7fJyOilNBY,270.0,280.0,"/m/053hz1,/m/07qnq_y,/m/09x0r",True,False
1754819,o7yOslnfmyA,20.0,30.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1754893,o8CuqYIayqc,0.0,10.0,/m/053hz1,True,False
1754931,o8LISP7Rchs,230.0,240.0,"/m/03qtwd,/m/053hz1",True,False
1755073,o8iHgGRzcTE,20.0,30.0,"/m/028ght,/m/09x0r",True,False
1755298,o9FfwqTi6q0,10.0,20.0,"/m/028ght,/m/09x0r",True,False
1755302,o9GDkYHXE0Y,130.0,140.0,"/m/04rlf,/m/053hz1",True,False
1755557,o9t-CyTgpTg,330.0,340.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1755576,o9wEbkiUXTs,190.0,200.0,"/m/015lz1,/m/04rlf,/m/053hz1,/m/0l14jd",True,False
1755674,oA96zEIi58o,380.0,390.0,/m/028ght,True,False
1756052,oB67wv0qoXs,310.0,320.0,"/m/03qtwd,/m/053hz1",True,False
1756184,oBTW8wMIh1k,140.0,150.0,"/m/053hz1,/m/09x0r",True,False
1756439,oCE6TE0liPA,30.0,40.0,"/m/03qtwd,/m/04rlf,/m/053hz1",True,False
1757008,oDaNoMsdkrw,360.0,370.0,"/m/028ght,/m/04rlf,/m/09x0r",True,False
1757143,oDy7hw3rfwI,220.0,230.0,"/m/015lz1,/m/028ght,/m/04rlf",True,False
1757605,oF3HuT1szBw,20.0,30.0,"/m/04rlf,/m/053hz1",True,False
1757972,oG7ZRoIUSJo,20.0,30.0,"/m/04rlf,/m/053hz1,/m/07sr1lc",True,False
1758184,oGkaiNhDR9s,130.0,140.0,"/m/015lz1,/m/028ght,/m/04rlf,/m/04szw,/m/05lls",True,False
1758344,oHA460DiABo,0.0,10.0,/m/053hz1,True,False
1758401,oHIw5YwRAy0,30.0,40.0,/m/053hz1,True,False
1758744,oI9Xb_I-G9M,0.0,6.0,"/m/03qtwd,/m/053hz1",True,False
1759295,oJawn-B6Fms,40.0,50.0,"/m/028ght,/m/09x0r",True,False
1759438,oJy9zEGnPKs,0.0,10.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1759440,oJyTNLEaxKQ,70.0,80.0,/m/053hz1,True,False
1759821,oKu9QTSQriI,250.0,260.0,"/m/03qtwd,/m/053hz1",True,False
1760247,oM1kEc_ecAE,20.0,30.0,"/m/03qtwd,/m/053hz1",True,False
1760497,oMkJ0gvjHpE,30.0,40.0,"/m/028ght,/m/03qtwd,/m/0c1dj",True,False
1761040,oO4TLWghdmI,10.0,20.0,"/m/03qtwd,/m/053hz1,/m/09x0r",True,False
1762128,oR4YvoCvemA,0.0,10.0,/m/028ght,True,False
1762167,oR9klT8wC4s,170.0,180.0,/m/028ght,True,False
1762437,oRusi03F0ec,190.0,200.0,"/m/03qtwd,/m/04gy_2,/m/053hz1",True,False
1762787,oSlkURFDWhg,370.0,380.0,"/m/028ght,/m/09x0r",True,False
1762805,oSoHhHRESis,10.0,20.0,"/m/028ght,/m/04rlf",True,False
1762959,oTDuY368KrY,270.0,280.0,"/m/053hz1,/m/09x0r,/t/dd00126",True,False
1763151,oTenSyRJn_c,110.0,120.0,"/m/04rlf,/m/053hz1,/m/09x0r,/t/dd00128",True,False
1763257,oTwWVfwFvXs,120.0,130.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1763578,oUlxZoAkwDE,140.0,150.0,"/m/03qtwd,/m/053hz1",True,False
1763790,oVKZg35efys,590.0,600.0,/m/028ght,True,False
1763824,oVPtAr8-6do,30.0,40.0,"/m/03qtwd,/m/053hz1,/m/09x0r",True,False
1764638,oXetZxQBIXQ,210.0,220.0,"/m/04rlf,/m/053hz1",True,False
1764779,oY3G6hJ86RQ,80.0,90.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1765231,oZDUf_IQ9tI,140.0,150.0,/m/053hz1,True,False
1765329,oZUEml23I7o,400.0,410.0,"/m/03qtwd,/m/053hz1",True,False
1765706,o_XPzr2U-HE,30.0,40.0,/m/053hz1,True,False
1765754,o_hw1CdEDRA,260.0,270.0,"/m/04rlf,/m/053hz1",True,False
1765907,oa52PIDGMCw,420.0,430.0,"/m/028ght,/m/04rlf",True,False
1766437,obT0JhPvcQ0,15.0,25.0,"/m/03qtwd,/m/053hz1",True,False
1766651,obwkyjwZfkM,50.0,60.0,"/m/028ght,/m/09x0r",True,False
1767263,oddn2LPH438,270.0,280.0,"/m/028ght,/m/04rlf,/m/04szw,/m/07y_7,/m/09x0r,/m/0ggq0m,/m/0l14_3",True,False
1767477,oeFSWisRMLE,40.0,50.0,"/m/03qtwd,/m/053hz1",True,False
1767832,ofDYapaSLRk,0.0,10.0,/m/053hz1,True,False
1768211,ogAh7Uf4558,30.0,40.0,"/m/028ght,/m/09x0r",True,False
1768357,ogZBHhlPw74,90.0,100.0,/m/053hz1,True,False
1768473,ogsmHz5guvM,60.0,70.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1768606,ohFCKSCsFxs,0.0,10.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1768698,ohVxRKcWA8M,70.0,80.0,/m/028ght,True,False
1769048,oiOeDGbMlGM,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1769204,oiqz0UsqCU8,90.0,100.0,"/m/028ght,/m/09x0r",True,False
1769263,oj0_cy_qnic,580.0,590.0,"/m/028ght,/m/04rlf",True,False
1769642,ok09-6E0mVk,60.0,70.0,"/m/03qtwd,/m/04rlf,/m/053hz1,/m/09x0r",True,False
1769756,okJlMbuBquE,30.0,40.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1770080,olAqCRIeiTM,100.0,110.0,"/m/053hz1,/m/0g6b5",True,False
1770664,omj3kEZ1fZY,10.0,20.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1770768,on0Z6iIrenc,140.0,150.0,"/m/03qtwd,/m/053hz1",True,False
1770841,onDrmJtjQsY,150.0,160.0,"/m/04rlf,/m/053hz1",True,False
1770974,onaPHLY8UYM,60.0,70.0,"/m/03qtwd,/m/053hz1",True,False
1771374,oohB6XwC5gk,330.0,340.0,"/m/028ght,/m/09x0r",True,False
1771387,ooiwuJ2aJow,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1771540,op621H1Udf0,340.0,350.0,"/m/028ght,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r",True,False
1772096,oqcBxwYI_O4,150.0,160.0,"/m/03qtwd,/m/053hz1",True,False
1772213,oqwDQFefL_Q,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1772279,or6OwYyqrwk,120.0,130.0,/m/028ght,True,False
1772746,osKyLJHSH_I,380.0,390.0,"/m/04rlf,/m/053hz1",True,False
1773879,ovGyeqTi-e4,240.0,250.0,"/m/028ght,/m/04rlf",True,False
1773945,ovRWSyo7WeY,160.0,170.0,"/m/03qtwd,/m/053hz1",True,False
1774017,ove7clM_BPY,0.0,10.0,"/m/04rlf,/m/053hz1",True,False
1774139,ovxwAcvhSw4,450.0,460.0,"/m/03qtwd,/m/053hz1",True,False
1774336,owW-kgn3poA,30.0,40.0,/m/028ght,True,False
1774552,ox5fBuFcVR8,240.0,250.0,"/m/03qtwd,/m/053hz1",True,False
1774585,oxBsRnUc_6U,250.0,260.0,"/m/04rlf,/m/053hz1",True,False
1774679,oxRMfK6Yy28,240.0,250.0,"/m/03qtwd,/m/053hz1",True,False
1774708,oxXtbiinClY,30.0,40.0,"/m/028ght,/m/028sqc,/m/03qtwd,/m/04rlf,/m/074ft",True,False
1774735,oxbCmh0Brj8,0.0,10.0,"/m/053hz1,/m/09x0r",True,False
1774861,oxx4TzAWi6Y,460.0,470.0,"/m/03qtwd,/m/053hz1,/m/09x0r",True,False
1774911,oy33YgK_YbI,0.0,10.0,"/m/04rlf,/m/053hz1",True,False
1775953,p-dduAPZprc,80.0,90.0,"/m/028ght,/m/09x0r",True,False
1776002,p-lrpXQCBX4,40.0,50.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1776011,p-n45-Rj2yI,10.0,20.0,"/m/03qtwd,/m/053hz1",True,False
1776145,p08VxTofaJI,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1776210,p0K-f2dzoH8,70.0,80.0,"/m/015lz1,/m/04rlf,/m/053hz1",True,False
1777117,p2eal6_gvmU,130.0,140.0,"/m/015lz1,/m/04rlf,/m/053hz1",True,False
1777585,p3tbjQ8JPu8,0.0,10.0,"/m/03qtwd,/m/04rlf,/m/053hz1,/m/09x0r",True,False
1778730,p6tju_EqOqg,210.0,220.0,"/m/04rlf,/m/053hz1,/m/05rwpb,/m/06by7",True,False
1778878,p7H4mLiH_og,380.0,390.0,"/m/03qtwd,/m/053hz1",True,False
1778977,p7XHZte3CnI,250.0,260.0,"/m/016cjb,/m/028ght,/m/02mscn,/m/04rlf,/m/09x0r",True,False
1779637,p9FtrgyugXY,110.0,120.0,/m/053hz1,True,False
1779748,p9XXEBoqysU,40.0,50.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1779986,pA8JJNhEq40,100.0,110.0,"/m/028ght,/m/09x0r",True,False
1780189,pAfNf_o5WTw,20.0,30.0,"/m/03qtwd,/m/053hz1",True,False
1780519,pBUfFKB7iFg,20.0,30.0,"/m/03qtwd,/m/053hz1",True,False
1781153,pD8BC2ggACA,340.0,350.0,"/m/015lz1,/m/028ght,/m/0l14jd",True,False
1781728,pEgp2m21zZs,30.0,40.0,"/m/028ght,/m/04rlf,/m/09x0r",True,False
1781907,pFAK3Y92pIw,260.0,270.0,"/m/028ght,/m/09x0r",True,False
1781918,pFCR65zyUgA,70.0,80.0,"/m/03qtwd,/m/04rlf,/m/053hz1,/m/09x0r",True,False
1782359,pGHWc22IGuw,10.0,20.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1783229,pIa-L_pHNXM,0.0,10.0,"/m/03qtwd,/m/053hz1",True,False
1784182,pL2W_tMfMlQ,140.0,150.0,/m/028ght,True,False
1784663,pMIm0TziNFE,440.0,450.0,"/m/028ght,/m/04rlf",True,False
1784960,pN2uE8jZOoI,0.0,10.0,/m/028ght,True,False
1785346,pO1z4jL2rsk,70.0,80.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1785471,pOMUcaBYDH4,10.0,20.0,/m/053hz1,True,False
1785923,pPYv2q70ME4,70.0,80.0,"/m/03qtwd,/m/053hz1",True,False
1786036,pPr_NNP0Y4I,0.0,10.0,/m/053hz1,True,False
1786434,pQxle0Bty1Q,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1786465,pR2joDwuefA,130.0,140.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1786567,pRKeOQEqcKQ,140.0,150.0,"/m/03qtwd,/m/053hz1",True,False
1786864,pS46nCgqa7U,0.0,10.0,/m/053hz1,True,False
1786974,pSMEVPApxRM,0.0,10.0,"/m/028ght,/m/09x0r",True,False
1787559,pTteFjWFSYE,0.0,10.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1787613,pU2red7gpos,50.0,60.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1788828,pXG2mcsZZXk,260.0,270.0,"/m/028ght,/m/09x0r",True,False
1789176,pY8y9Aujbis,160.0,170.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1789503,pYxoTWNPnRk,20.0,30.0,"/m/03qtwd,/m/053hz1",True,False
1790384,paJQPCfbVgM,580.0,590.0,"/m/028ght,/m/09x0r",True,False
1790683,pb5ucevLfLA,230.0,240.0,"/m/028ght,/m/04rlf",True,False
1790949,pbo7QjnVxmQ,350.0,360.0,"/m/04rlf,/m/053hz1",True,False
1791003,pbuIZ2pNj_g,60.0,70.0,"/m/015lz1,/m/04rlf,/m/053hz1,/m/064t9,/m/07s8j8t,/m/07sbbz2",True,False
1791047,pc0ZzI1rJc4,180.0,190.0,"/m/015lz1,/m/053hz1",True,False
1791196,pcQU-xNVi7I,60.0,70.0,/m/028ght,True,False
1791376,pct-kI3Cz8M,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1791673,pdfR3owqDzo,10.0,20.0,"/m/03qtwd,/m/053hz1",True,False
1792003,peX_BhA-EhI,160.0,170.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1792122,pes5hjZBX0k,280.0,290.0,"/m/028ght,/m/04rlf,/m/04szw,/m/05pd6,/m/07y_7,/m/0ggq0m,/m/0l14_3,/m/0l14j_",True,False
1792184,pf1Snn9I5sI,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1792926,pgusfYFVmmU,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1794165,pk4Nmc_b68I,90.0,100.0,"/m/04rlf,/m/053hz1",True,False
1794285,pkQMQntdlcg,280.0,290.0,"/m/028ght,/m/04rlf,/m/09x0r",True,False
1794637,plKrbQ-49O4,120.0,130.0,"/m/03qtwd,/m/053hz1",True,False
1795675,po9WyVZ3mRA,130.0,140.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1796025,poyL3Nb9TKw,150.0,160.0,"/m/03qtwd,/m/04rlf,/m/053hz1,/m/09x0r",True,False
1796229,ppSQm7w15Lo,30.0,40.0,"/m/04rlf,/m/053hz1",True,False
1796327,pphqHmzQ85E,0.0,10.0,"/m/03qtwd,/m/053hz1",True,False
1796488,pq8yzXx5TWs,80.0,90.0,"/m/03qtwd,/m/053hz1",True,False
1796557,pqHnBEW3cbY,80.0,90.0,"/m/03qtwd,/m/04gy_2,/m/053hz1",True,False
1796737,pqkS1ef3ewE,180.0,190.0,"/m/028ght,/m/04rlf,/m/04szw,/m/05r5c",True,False
1796981,prQReFQIJHk,30.0,40.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1797505,psu-EN3vK38,230.0,240.0,"/m/03qtwd,/m/053hz1",True,False
1798259,puvvNoCsgB8,140.0,150.0,"/m/04rlf,/m/053hz1",True,False
1798472,pvUzjqbcMVs,10.0,20.0,"/m/028ght,/m/04rlf,/m/09x0r",True,False
1798650,pvy7D5MvdIE,20.0,30.0,/m/028ght,True,False
1798884,pwZAv49X-tA,60.0,70.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1799226,pxRi06Mugi0,180.0,190.0,/m/028ght,True,False
1799317,pxhyvmmj-nk,30.0,40.0,"/m/053hz1,/m/09x0r",True,False
1799461,py6dLl8R1sc,160.0,170.0,"/m/04rlf,/m/053hz1",True,False
1799543,pyKL_FUc78w,110.0,120.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1799568,pyOjqrbu1_k,520.0,530.0,"/m/028ght,/m/09x0r",True,False
1800530,q-pl4LnWuKs,500.0,510.0,"/m/053hz1,/m/09x0r",True,False
1800677,q0DtHbK6kBc,70.0,80.0,"/m/028ght,/m/09x0r",True,False
1800865,q0e_gqow9IQ,330.0,340.0,/m/028ght,True,False
1800955,q0tUMzOmqUQ,210.0,220.0,"/m/028ght,/m/09x0r,/m/0l14jd",True,False
1801297,q1jGUfYd_yk,90.0,100.0,"/m/03qtwd,/m/053hz1",True,False
1801468,q2DIv0VWXrE,60.0,70.0,"/m/03qtwd,/m/04rlf,/m/053hz1,/m/09x0r",True,False
1802068,q3lWFAhW-8E,190.0,200.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1802362,q4ZD0H4P0cE,130.0,140.0,"/m/04rlf,/m/053hz1,/m/09x0r,/m/0g293,/m/0ln16",True,False
1802626,q5HQVDqdvaA,40.0,50.0,"/m/03qtwd,/m/053hz1",True,False
1802808,q5kdOYzsok4,140.0,150.0,"/m/03qtwd,/m/053hz1",True,False
1803095,q6UHA1fgyFw,140.0,150.0,"/m/04rlf,/m/053hz1",True,False
1803303,q72czQj6G2k,240.0,250.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1803370,q7E3RyIhDFo,140.0,150.0,"/m/053hz1,/m/09x0r",True,False
1803661,q7zuOhCSGiA,60.0,70.0,/m/028ght,True,False
1804729,qAeWBj485sE,20.0,30.0,"/m/04rlf,/m/053hz1",True,False
1805161,qBktit2dv2o,30.0,40.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1805240,qByOwEjnb6Y,30.0,40.0,/m/028ght,True,False
1805471,qCZLy2sZMhA,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1805844,qDZ-XnGULas,219.0,229.0,"/m/053hz1,/m/09x0r",True,False
1805938,qDmAghogiEQ,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1806307,qEpoosZkde0,30.0,40.0,"/m/04rlf,/m/053hz1",True,False
1806414,qF7cI2s5fO4,0.0,10.0,/m/053hz1,True,False
1806833,qG7fL945iEc,170.0,180.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1806953,qGWMV5UySuI,0.0,10.0,/m/028ght,True,False
1807078,qGqDeb_M9c0,0.0,10.0,"/m/03qtwd,/m/053hz1",True,False
1807104,qGubQZ9ZRHk,0.0,10.0,/m/028ght,True,False
1807121,qGwceO5U_mU,30.0,40.0,"/m/028ght,/m/09x0r",True,False
1807182,qH524W0ZDjE,80.0,90.0,"/m/03qtwd,/m/053hz1,/t/dd00135",True,False
1807255,qHGF9WxMYfo,150.0,160.0,"/m/03qtwd,/m/053hz1",True,False
1807426,qHg3EkCRLqU,140.0,150.0,"/m/03qtwd,/m/053hz1",True,False
1807485,qHpTRdkLReo,70.0,80.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1808331,qK-G01-kfc0,310.0,320.0,"/m/028ght,/m/04rlf,/m/09x0r",True,False
1808414,qKCFnbdB0yY,110.0,120.0,/m/028ght,True,False
1808598,qKgVox16CyI,30.0,40.0,"/m/04rlf,/m/053hz1,/m/09x0r",True,False
1808866,qLKODlA9qro,80.0,90.0,"/m/02cz_7,/m/04rlf,/m/053hz1,/m/09x0r",True,False
1809184,qMAtQWtSSr0,240.0,250.0,"/m/028ght,/m/09x0r",True,False
1809552,qNDNvDUi1xE,30.0,40.0,"/m/03qtwd,/m/053hz1",True,False
1809735,qNi5Xlf2ZVY,510.0,520.0,"/m/028ght,/m/09x0r",True,False
1809990,qOPBZo_KVcw,10.0,20.0,"/m/03qtwd,/m/053hz1",True,False
1810051,qOYbndTyFOU,130.0,140.0,"/m/028ght,/m/03qtwd",True,False
1810081,qOcwdMnj6sM,60.0,70.0,"/m/028ght,/m/09x0r",True,False
1811871,qT8lIrtFvUg,310.0,320.0,"/m/028ght,/m/09x0r",True,False
