,# YTID,start_seconds,end_seconds,positive_labels,laughter,not_laughter
1858120,sN_Xqgnl9fY,190.0,200.0,/m/09x0r,False,True
1041956,OzYkFcRv0pQ,30.0,40.0,/m/09x0r,False,True
1590300,hbfnU45nxiE,30.0,40.0,/m/09x0r,False,True
769740,GHSNtuMyKyI,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
280659,3soF1LLG5wM,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
370184,5kKAINOCeos,150.0,160.0,"/m/07yv9,/m/09x0r,/m/0k4j,/m/0ltv",False,True
1675507,kyeHIw6va0c,140.0,150.0,"/m/09x0r,/t/dd00129",False,True
1656662,kEA2MJLtvWw,50.0,60.0,"/m/04rlf,/m/09x0r",False,True
422075,6wux2Nkdo5U,30.0,40.0,/m/09x0r,False,True
186282,27mFQ66slnI,23.0,33.0,"/m/04rlf,/m/09x0r",False,True
853545,IsoX2ypdYmA,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
766525,GB7Azg9DYLg,30.0,40.0,"/m/09x0r,/m/0jbk,/t/dd00125",False,True
660523,D-teN-31ZmI,30.0,40.0,/m/09x0r,False,True
654686,CqCICsGtSwg,10.0,20.0,"/m/04rlf,/m/09x0r",False,True
310935,4UPkavwXY60,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1630579,jBjM_9w5QUs,20.0,30.0,/m/09x0r,False,True
64701,01k2vdjz8u0,30.0,40.0,/m/09x0r,False,True
1935387,vZzblTy3RY0,10.0,20.0,"/m/019jd,/m/056ks2,/m/07yv9,/m/09x0r",False,True
35211,-YqBG5bS-Q0,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1833728,rMxibhguU3Y,30.0,40.0,/m/09x0r,False,True
1442829,c371fcmct5M,290.0,300.0,"/m/04rlf,/m/06ncr,/m/085jw,/m/09x0r,/t/dd00126",False,True
1755561,o9tm8_uoujo,20.0,30.0,/m/09x0r,False,True
190761,2D3q2Mg-qQ4,6.0,16.0,"/m/04rlf,/m/09x0r",False,True
228191,2tZKy1W58iw,30.0,40.0,/m/09x0r,False,True
874295,JXt5tI9NA_M,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
23367,-MfCgjNUMpY,20.0,30.0,"/m/07yv9,/m/09x0r,/m/0k4j",False,True
1073331,Q1GDL74n4XI,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1276428,X21Z3j6T7Uw,320.0,330.0,"/m/04rlf,/m/09x0r",False,True
252081,3KryhqZuYVI,290.0,300.0,"/m/09x0r,/t/dd00125",False,True
68128,05EetL8zJUs,110.0,120.0,"/m/018j2,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y,/m/0gg8l",False,True
202055,2Q5R-1C6dEI,260.0,270.0,"/m/07yv9,/m/09x0r,/t/dd00129",False,True
934866,LVZp59fgVU4,18.0,28.0,"/m/04rlf,/m/09x0r",False,True
736126,FFNn-qtQ53Y,60.0,70.0,"/m/09x0r,/t/dd00129",False,True
949758,LzHTCyYugg0,250.0,260.0,"/m/015lz1,/m/04rlf,/m/09x0r,/t/dd00126,/t/dd00127",False,True
1651855,k21xoBGggFk,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1277660,X4iKwR26QXU,30.0,40.0,/m/09x0r,False,True
189594,2BiD3j-xeFc,10.0,20.0,/m/09x0r,False,True
175645,1wfSbFXOuQg,30.0,40.0,/m/09x0r,False,True
2011218,yidIhfjILlM,250.0,260.0,"/m/03qtwd,/m/09x0r",False,True
567436,AXPnrEwLOHA,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1012095,O-YFkx4K5JU,30.0,40.0,/m/09x0r,False,True
82971,0L7JDbvzoRM,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1332564,Z1AZ_hW3VGs,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00018",False,True
1712917,mSFNVFxkKWQ,80.0,90.0,"/m/09x0r,/t/dd00125",False,True
472401,8A9u_deKuAM,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1925816,vAkG5LS6kyw,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
573924,AgO23BPlAVg,9.0,19.0,/m/09x0r,False,True
1440426,byZ_x2hUfps,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
164768,1kCR-3AOn8M,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1170134,TJANpQvFDeY,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
348386,5Gtz4J9DMkE,30.0,40.0,/m/09x0r,False,True
40920,-de3vPE8Hls,30.0,40.0,"/m/02zsn,/m/09x0r",False,True
1479753,dRWjOxQo37E,10.0,20.0,"/m/09x0r,/t/dd00128",False,True
836840,IMjV0AgCyBg,9.0,19.0,"/m/04rlf,/m/09x0r",False,True
1151119,SekDJypNKVU,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1010695,NxgiZZSR1iI,330.0,340.0,/m/09x0r,False,True
856422,Iyg4dpPe1mc,280.0,290.0,"/m/04rlf,/m/09x0r",False,True
831840,ICiPf_SbBbg,30.0,40.0,/m/09x0r,False,True
505769,900ijNi1qTE,25.0,35.0,/m/09x0r,False,True
809156,HVG1K9mh3B4,30.0,40.0,/m/09x0r,False,True
430897,79P3ZSYuYJ4,50.0,60.0,"/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y",False,True
1191098,U2PbDN9X58w,30.0,40.0,/m/09x0r,False,True
1682212,lEPpug8ZFjA,30.0,40.0,/m/09x0r,False,True
1891563,tkVl2OiYFSY,30.0,40.0,/m/09x0r,False,True
1110581,RHjwObi4sS0,110.0,120.0,"/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0b_fwt",False,True
652747,CmbnFGIXeZE,140.0,150.0,"/m/015p6,/m/09x0r,/t/dd00125",False,True
1639520,jYUsreQ1T-U,30.0,40.0,/m/09x0r,False,True
363414,5adRmx2OZU4,30.0,40.0,/m/09x0r,False,True
1034998,Ok_BcGA-a4Y,310.0,320.0,"/m/09x0r,/t/dd00126",False,True
509537,95yeSViHrg0,30.0,40.0,/m/09x0r,False,True
126133,145FMgrtgsw,30.0,40.0,/m/09x0r,False,True
431587,7ATLK8rEnAc,30.0,40.0,/m/09x0r,False,True
1363921,_99WMDjnJGc,10.0,20.0,"/g/122z_qxw,/m/09x0r,/m/0g6b5",False,True
1728705,n4QkoSlaxgk,40.0,50.0,"/m/015p6,/m/09x0r",False,True
1217680,UzKfH2uK_Zc,10.0,20.0,"/m/04rlf,/m/09x0r,/t/dd00125,/t/dd00129",False,True
962513,MOTtqf7cJmA,90.0,100.0,"/m/09x0r,/t/dd00126",False,True
803126,HJXTM0Qc65s,30.0,40.0,"/m/09x0r,/m/0h0rv,/t/dd00129",False,True
386324,66IMhVUCfGo,150.0,160.0,/m/09x0r,False,True
1399093,aRjLUwNmZNY,70.0,80.0,"/m/04rlf,/m/09x0r",False,True
1847307,rw5VAT4edIc,30.0,40.0,/m/09x0r,False,True
488786,8_MbUxpNjyw,30.0,40.0,"/m/02qldy,/m/04rlf,/m/05zppz,/m/09x0r",False,True
1190553,U19rkqGCYGY,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
482543,8QSpWSCj9sU,22.0,32.0,"/m/04rlf,/m/09x0r",False,True
1668034,kfjWtgmkLpM,30.0,40.0,/m/09x0r,False,True
350298,5JVwvQEQKUs,30.0,40.0,/m/09x0r,False,True
527122,9Z7JYplOTtU,30.0,40.0,"/m/01h8n0,/m/09x0r",False,True
2029745,zUoEYed9Utk,0.0,10.0,"/m/04rlf,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128",False,True
804955,HN8bSgiNtnA,30.0,40.0,/m/09x0r,False,True
1421121,bFMq52E8Lyc,250.0,260.0,"/m/0326g,/m/04rlf,/m/05pd6,/m/09x0r",False,True
785854,GmdRGyZqVsQ,30.0,40.0,/m/09x0r,False,True
59341,-x76BCdbkcQ,30.0,40.0,/m/09x0r,False,True
1181455,Thdc276vEIs,50.0,60.0,"/m/04rlf,/m/09x0r,/t/dd00125",False,True
1771165,oo7O7au3Sh0,30.0,40.0,/m/09x0r,False,True
1644432,jkD9Vi36JTU,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
414709,6lpnJ6WyNm8,30.0,40.0,/m/09x0r,False,True
1529706,fHvtD1JIQZA,30.0,40.0,"/m/015p6,/m/04rlf,/m/09x0r,/m/0h0rv,/t/dd00128",False,True
291895,45qHUQ9d7jk,250.0,260.0,"/m/030rvx,/m/09x0r",False,True
657180,Cuq594Ill2s,30.0,40.0,"/m/04rlf,/m/07sbbz2,/m/09x0r",False,True
38360,-b-tuJSx8hw,30.0,40.0,/m/09x0r,False,True
4756,-3sGC6wRYR4,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1279800,X9dgLek8Y0A,20.0,30.0,"/m/04rlf,/m/09x0r",False,True
1958440,wWuAS8wl89Q,160.0,170.0,/m/09x0r,False,True
219586,2jZoe1xFRIo,30.0,40.0,/m/09x0r,False,True
762863,G3sSdvqYqtE,440.0,450.0,"/m/09x0r,/t/dd00112,/t/dd00125",False,True
796144,H5lQ8CSo7J4,5.0,15.0,"/m/02rlv9,/m/07yv9,/m/09x0r",False,True
1537387,f_X85wJltZ4,30.0,40.0,/m/09x0r,False,True
1488606,dlNd0EFUzrU,140.0,150.0,"/m/07sq110,/m/09x0r,/m/0ytgt,/t/dd00001,/t/dd00125",False,True
856619,Iz7jqkwfwRk,30.0,40.0,"/m/07qcpgn,/m/09x0r",False,True
449176,7aT27uhio4s,430.0,440.0,/m/09x0r,False,True
945194,LprcJaTc-p8,310.0,320.0,/m/09x0r,False,True
2000072,yFaCYEXPwEM,110.0,120.0,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/09x0r,/m/0fx80y",False,True
1960546,wbaEjJvZSww,30.0,40.0,/m/09x0r,False,True
77716,0FTSiuKm6JM,30.0,40.0,/m/09x0r,False,True
981518,N-uDbNNu6Ng,240.0,250.0,"/m/02sgy,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y",False,True
16450,-FesQxqXVdo,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1143621,SPGw7tklBs0,30.0,40.0,/m/09x0r,False,True
304504,4LuzFh1aNgQ,3.0,13.0,"/m/04rlf,/m/09x0r",False,True
1871177,suwPzOSqYCw,30.0,40.0,/m/09x0r,False,True
404612,6X_uAhE8YYY,19.0,29.0,"/m/04rlf,/m/09x0r",False,True
869857,JOv55RtOk80,30.0,40.0,"/m/09x0r,/t/dd00129",False,True
772354,GMgECM5nWp8,120.0,130.0,"/m/01j3sz,/m/09x0r",False,True
456056,7l2WH7L7fpM,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1152799,SiJV5MdoPh8,30.0,40.0,/m/09x0r,False,True
629789,C86OGhZpsUU,30.0,40.0,"/m/07rv9rh,/m/09x0r,/m/0jbk",False,True
1726812,n-Um5neBo-A,30.0,40.0,/m/09x0r,False,True
1053553,PMruFS0Bz9I,30.0,40.0,/m/09x0r,False,True
278699,3qOH84lGSsw,30.0,40.0,/m/09x0r,False,True
305326,4Mxy80aXDsg,30.0,40.0,"/m/02rlv9,/m/07yv9,/m/09x0r",False,True
655823,CsM7KDGoBb0,30.0,40.0,/m/09x0r,False,True
1380180,_k7mTmpOQBw,12.0,22.0,/m/09x0r,False,True
410217,6f8rrPF_8QA,30.0,40.0,/m/09x0r,False,True
715635,Eckh7FoWt9Q,30.0,40.0,"/m/02qldy,/m/05zppz,/m/09x0r",False,True
1234781,V_grTyKidwI,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
165332,1kuR8FKnDac,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
2766,-1oUWvnBBhc,110.0,120.0,"/m/012f08,/m/07yv9,/m/09x0r,/m/0k4j,/m/0ltv,/t/dd00134",False,True
377527,5um5J5qEoNo,30.0,40.0,/m/09x0r,False,True
997374,NWm5b_oA3rQ,30.0,40.0,"/m/04rlf,/m/06h7j,/m/09x0r,/t/dd00128",False,True
1527853,fDUKawhfoIc,30.0,40.0,/m/09x0r,False,True
1076653,Q8IwytjxCRQ,260.0,270.0,"/m/02_41,/m/09x0r",False,True
1947176,w3kZpQV67XY,30.0,40.0,/m/09x0r,False,True
1678390,l4l7kDXzlxU,20.0,30.0,"/m/04rlf,/m/09x0r",False,True
279159,3qzQNY4dw-4,30.0,40.0,"/m/02qldy,/m/02zsn,/m/09x0r",False,True
352990,5NCLBbmUM3g,30.0,40.0,/m/09x0r,False,True
1914562,uhdiY50It3o,30.0,40.0,/m/09x0r,False,True
1384586,_uWtk8CMC7Q,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
2027273,zOFuV0QR91w,21.0,31.0,"/m/04rlf,/m/09x0r",False,True
624203,BzJcP1ZeC7s,30.0,40.0,"/m/02qldy,/m/05zppz,/m/09x0r",False,True
1380983,_m2LY0zM9kc,30.0,40.0,/m/09x0r,False,True
1305506,Y3zOPhIcTyk,30.0,40.0,/m/09x0r,False,True
1508302,eV8oiVMv1fM,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
505376,9-MvsYk8jLk,30.0,40.0,"/m/019jd,/m/07yv9,/m/09x0r,/m/0hsrw",False,True
836428,ILvICzJmxig,0.0,10.0,"/m/09x0r,/t/dd00125",False,True
854232,IuCHMKvfvB0,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
2002530,yMBNuA4fEAY,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
558910,AKuGnE4V0hI,30.0,40.0,/m/09x0r,False,True
355660,5Qqd8TpuY20,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
194795,2HjpZkyesnA,16.0,26.0,/m/09x0r,False,True
470204,86czvDG0bvA,210.0,220.0,"/m/04rlf,/m/09x0r",False,True
1613519,iWiE_zd0Ve0,200.0,210.0,"/m/03qtwd,/m/07p6fty",False,True
221260,2lRonHvTNvY,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1173896,TRRp96mughk,80.0,90.0,"/m/03qjg,/m/04rlf,/m/09x0r",False,True
1192794,U6F7WtIwIXo,340.0,350.0,"/m/09x0r,/t/dd00125",False,True
1004688,Nl-2dpgDBNw,22.0,32.0,"/m/04rlf,/m/09x0r",False,True
1367882,_II-9NDCMI0,30.0,40.0,"/m/09x0r,/m/0jbk",False,True
1980289,xR-oiYYXvew,30.0,40.0,"/m/07q2z82,/m/07yv9,/m/09x0r",False,True
1651011,k-wRz7uY-88,30.0,40.0,"/m/07qlf79,/m/09x0r",False,True
1816538,qecAYYNgT9g,100.0,110.0,"/m/04_sv,/m/07yv9,/m/09x0r,/t/dd00126",False,True
1618616,iiYcnCNYLKc,30.0,40.0,/m/09x0r,False,True
374957,5rDKV463xHY,30.0,40.0,"/m/07pbtc8,/m/09x0r",False,True
236670,32UaiUnV1Ls,30.0,40.0,"/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/09x0r,/m/0fx80y",False,True
353148,5NQNVqW60-o,30.0,40.0,/m/09x0r,False,True
378876,5woGydwhHjA,30.0,40.0,"/m/09x0r,/t/dd00128",False,True
942719,LklxVqz1BlQ,540.0,550.0,/m/09x0r,False,True
172281,1su83rDCFFM,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1016904,O9PTkeVYetc,330.0,340.0,/m/09x0r,False,True
928361,LHza6w_Cx_A,30.0,40.0,/m/09x0r,False,True
703152,EFkZhuBPD0Y,30.0,40.0,"/m/02qldy,/m/05zppz,/m/09x0r",False,True
395603,6Ju6noZtpLw,30.0,40.0,"/m/05zppz,/m/09x0r",False,True
1567754,gjKsIXQdhQQ,250.0,260.0,"/m/04rlf,/m/09x0r,/t/dd00125,/t/dd00126",False,True
1761816,oQHZvbk17KM,30.0,40.0,/m/09x0r,False,True
1039651,OuUHVsyelOU,30.0,40.0,/m/09x0r,False,True
1258522,WPnTxPCMRjg,30.0,40.0,"/m/09x0r,/t/dd00002",False,True
893458,K9TdM2IPMjM,0.0,10.0,"/m/04rlf,/m/09x0r",False,True
56188,-tmu5vvndHg,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
199694,2NM9x1PnzOs,20.0,30.0,/m/09x0r,False,True
25873,-PARzTHkNCc,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
701415,ECYdvqz0iu0,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1982273,xW47rBKxmUU,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
184220,25Q3ZhL4me8,370.0,380.0,"/m/04_sv,/m/07yv9,/m/09x0r,/t/dd00128",False,True
953842,M6bGo3OMviA,200.0,210.0,"/m/04rlf,/m/09x0r",False,True
929899,LLA5vvv4MdU,30.0,40.0,/m/09x0r,False,True
1474811,dForlefyKHk,2.0,12.0,"/m/04rlf,/m/09x0r",False,True
1899989,u5ghdXBTYMg,210.0,220.0,"/m/04rlf,/m/09x0r,/m/0jtg0",False,True
1732358,nDziJSBrxVc,200.0,210.0,"/m/07yv9,/m/09x0r",False,True
1717695,mdDPtBYSx2I,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1757188,oE2tnobrooc,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
532331,9gm6iKNdxDM,30.0,40.0,/m/09x0r,False,True
1317763,YVi-E8K1n4M,170.0,180.0,"/m/09x0r,/t/dd00125",False,True
101889,0eR6V1uDMyY,21.0,31.0,"/m/04rlf,/m/09x0r",False,True
588103,B1sVIe0l6zI,30.0,40.0,/m/09x0r,False,True
1766277,ob2QnWTFxME,280.0,290.0,/m/09x0r,False,True
1401148,aWaDJVgLTy4,30.0,40.0,/m/09x0r,False,True
687377,DmvY5kHMBLo,30.0,40.0,/m/09x0r,False,True
1370133,_Nd68kIAkvo,50.0,60.0,"/m/09x0r,/t/dd00126",False,True
1292414,XbHANTxFVys,30.0,40.0,/m/09x0r,False,True
630228,C8sWgZUISj4,370.0,380.0,"/m/09x0r,/t/dd00128",False,True
763581,G5G4byfGNs4,20.0,30.0,/m/09x0r,False,True
178425,1zq9gFLEFEM,30.0,40.0,"/m/01h8n0,/m/05zppz,/m/09x0r,/m/0brhx",False,True
515761,9GD_K7613Gw,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1959791,w__RlTV8PtA,30.0,40.0,/m/09x0r,False,True
669448,DGkv-KSd72g,50.0,60.0,"/m/05zppz,/m/09x0r",False,True
1132778,S1jxSxCbOd0,120.0,130.0,"/m/09x0r,/t/dd00125",False,True
1591446,heXTIef147U,40.0,50.0,"/m/04rlf,/m/04szw,/m/09x0r",False,True
831382,IBjBXAGNV1M,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1916034,ulSvxbGxtgw,30.0,40.0,/m/09x0r,False,True
1684242,lJdV3pu0lhk,120.0,130.0,/m/09x0r,False,True
1936740,vcdKsNp0MIs,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1428890,bXqNC8WLtK8,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
502961,8wQjvoV3_Qc,30.0,40.0,/m/09x0r,False,True
186693,28Fuvs22RFc,30.0,40.0,"/m/07yv9,/m/09x0r",False,True
1488965,dm90vcXfO1Q,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
270548,3gLBjpSK8L0,30.0,40.0,/m/09x0r,False,True
148603,1SxT5rxKwss,30.0,40.0,"/m/02zsn,/m/09x0r",False,True
1878843,tDr1XgA-HQI,29.0,39.0,/m/09x0r,False,True
1615831,ibU_G2l7biM,60.0,70.0,"/m/09x0r,/t/dd00125",False,True
1337422,ZCQYAWchGUk,0.0,9.0,"/m/04rlf,/m/09x0r",False,True
1573473,gxZPjyqIZz8,40.0,50.0,"/m/09x0r,/t/dd00129",False,True
1774644,oxLB1OKW4-g,30.0,40.0,"/m/04rlf,/m/09x0r,/m/0m0jc",False,True
1335870,Z8nS-qJsOos,30.0,40.0,"/m/07yv9,/m/09x0r",False,True
1328248,YsTTOhoBl6k,30.0,40.0,/m/09x0r,False,True
1304782,Y2OA7NwhsTg,110.0,120.0,"/m/09x0r,/m/0jbk",False,True
482327,8Q5E9bHNeRA,510.0,520.0,"/m/09x0r,/t/dd00125",False,True
1070768,PwmhNUyRoWQ,30.0,40.0,/m/09x0r,False,True
1926924,vDTysdg3BNY,30.0,40.0,"/m/04rlf,/m/09x0r,/m/0cmf2,/m/0k5j",False,True
1177885,T_Zqt4Dl6Ks,30.0,40.0,/m/09x0r,False,True
1391606,a9t8USDt6nw,30.0,40.0,/m/09x0r,False,True
1028522,OXuob7fuBnI,30.0,40.0,"/m/04rlf,/m/04szw,/m/07y_7,/m/09x0r",False,True
605343,BU1H4UXq1Ns,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1005436,NmVrkiSqOnM,90.0,100.0,"/m/04rlf,/m/07rrlb6,/m/09x0r",False,True
362787,5_jOXb4_OfI,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
526271,9XgGPULnDxY,30.0,40.0,/m/09x0r,False,True
1161142,T-MgFApkWwI,9.0,19.0,"/m/03qtwd,/m/04rlf,/t/dd00128",False,True
1088710,QY7G_YfP7EY,570.0,580.0,"/m/07yv9,/m/09x0r,/m/0k4j",False,True
1042458,P-_2AWn3aRw,22.0,32.0,"/m/04rlf,/m/09x0r",False,True
1710659,mMUOQRh4rMA,520.0,530.0,"/m/04rlf,/m/09x0r",False,True
551293,AAK21IqjeA0,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1642232,jePPGqp6SDM,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1612370,iTqEhk4n4GA,30.0,40.0,/m/09x0r,False,True
800642,HEdQ6BoRtRE,30.0,40.0,"/m/04rlf,/m/07qcpgn,/m/09x0r",False,True
1049560,PEQHrh3Pymk,30.0,40.0,/m/09x0r,False,True
1188821,TyLYx8PvcxM,330.0,340.0,/m/09x0r,False,True
1882286,tMyKf1DZnBI,30.0,40.0,"/m/07qwdck,/m/09x0r",False,True
203302,2RTj-NQtrl0,30.0,40.0,"/m/068hy,/m/07r_k2n,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk",False,True
1349208,ZcHamMaK_qo,20.0,30.0,"/m/018w8,/m/09x0r",False,True
940463,LfzqiBhgGBc,360.0,370.0,"/m/09x0r,/t/dd00125",False,True
58194,-vrrR_IGOAE,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
2013060,ynP6GoTJdH4,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
432360,7BbEVIH7juw,30.0,40.0,/m/09x0r,False,True
1494515,dzSWc7K-Lks,30.0,40.0,"/m/04rlf,/m/09x0r,/m/0l14md",False,True
1490711,dqGUT0kcbNE,3.0,13.0,/m/09x0r,False,True
1447273,cE2Ct8gd5fM,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
380982,5zm3_cI7Myw,30.0,40.0,/m/09x0r,False,True
1494830,e-Gw1WHc9pM,2.0,12.0,"/m/07q2z82,/m/07yv9,/m/09x0r,/m/0k4j",False,True
987310,NByeHKXtf7I,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
564921,ATVAEz-NFVY,30.0,40.0,/m/09x0r,False,True
1721978,mo5Chpb16iA,30.0,40.0,/m/09x0r,False,True
1798332,pv75AhgwA1Y,30.0,40.0,/m/09x0r,False,True
1155459,So2z3Fjm_3Y,30.0,40.0,/m/09x0r,False,True
982825,N2YytsejzRQ,0.0,10.0,"/m/04rlf,/m/09x0r",False,True
1444256,c6XMuS41yhc,50.0,60.0,"/m/02rtxlg,/m/09x0r,/t/dd00125",False,True
244196,3BOnS3K_HE4,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1116477,RUVJutxxC4c,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1520581,exZeEo7KU8U,30.0,40.0,/m/09x0r,False,True
1467623,d-15g9-XoxU,30.0,40.0,/m/09x0r,False,True
457214,7mrHQhY7mwQ,30.0,40.0,/m/09x0r,False,True
1388779,a3QmrHg4ojg,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1272294,WtqWWQ7ibYg,30.0,40.0,/m/09x0r,False,True
249712,3I7P3PxASiA,21.0,31.0,"/m/09x0r,/m/0jbk",False,True
1408470,amldRqKueLA,170.0,180.0,"/m/09x0r,/t/dd00127",False,True
172046,1sdiPCdyd_s,30.0,40.0,"/m/02qldy,/m/05zppz,/m/09x0r",False,True
644382,CYN65n5Fhzo,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
771293,GK_n2QUNPBw,0.0,9.0,"/m/07r04,/m/09x0r",False,True
1845366,rqt2SYoQ9e8,530.0,540.0,/m/09x0r,False,True
398034,6NcCU5jTZa4,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
684439,DhN5NqOFlWw,30.0,40.0,"/m/07qcpgn,/m/09x0r",False,True
278721,3qPjlC-WvHk,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1563386,gZb43PY8iSc,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
378128,5vfM4fuU_RM,80.0,90.0,"/m/07qfr4h,/m/09x0r",False,True
1066166,Pmyx0Msz0yQ,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
702549,EEeV5SZE3Kg,0.0,10.0,"/m/04rlf,/m/09x0r",False,True
1094853,QkaHWAKWsr8,260.0,270.0,/m/09x0r,False,True
161301,1gC_UhCDP2g,30.0,40.0,/m/09x0r,False,True
999397,N_v_LVaQJ8c,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
933396,LS_I0vKUlXs,330.0,340.0,/m/09x0r,False,True
1542460,fleUNxXcUdg,360.0,370.0,"/m/0463cq4,/m/09x0r,/t/dd00002,/t/dd00125",False,True
1360365,_0kNDiLlY2c,30.0,40.0,/m/09x0r,False,True
1531775,fMmXmuhtLFU,30.0,40.0,/m/09x0r,False,True
919246,L-5v9MDkZZw,230.0,240.0,"/m/02dgv,/m/04rlf,/m/09x0r",False,True
118342,0waZ08cAI6w,30.0,40.0,/m/09x0r,False,True
247582,3FTmkXarqQg,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1993160,xyKep5FsCZo,30.0,40.0,/m/09x0r,False,True
785244,GlOmIpspj5w,3.0,13.0,"/m/07qcpgn,/m/09x0r",False,True
229952,2vgawwXsNaE,30.0,40.0,/m/09x0r,False,True
1356482,ZsuF6WWc0l4,100.0,110.0,/m/09x0r,False,True
1179909,Te5lCsTWGz4,30.0,40.0,/m/09x0r,False,True
467731,82if8Jd04rk,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
540962,9uv84pR8QKQ,30.0,40.0,/m/09x0r,False,True
733693,FAY0MN2kdZ8,30.0,40.0,"/m/02lkt,/m/04rlf,/m/07gxw,/m/09x0r",False,True
1880966,tJQOn8j68Qk,30.0,40.0,"/m/07qlf79,/m/09x0r",False,True
1083661,QN8H95mDrUU,30.0,40.0,"/m/04rlf,/m/09x0r",False,True
1335577,Z86gukvJ5Oo,70.0,80.0,"/m/04rlf,/m/09x0r",False,True
1297908,XnlTfH3pTXE,10.0,20.0,"/m/04rlf,/m/09x0r,/t/dd00126",False,True
489498,8aXa2FXebv8,25.0,35.0,/m/09x0r,False,True
1195216,UBeA91fO5yE,30.0,40.0,/m/09x0r,False,True
809586,HW8pAoBbyU8,6.0,16.0,"/m/04rlf,/m/09x0r",False,True
408921,6d7m_zv97KU,30.0,40.0,/m/09x0r,False,True
1693544,lgGTq1jGf2I,30.0,40.0,/m/09x0r,False,True
1849524,s0uX7DIkT3E,30.0,40.0,/m/09x0r,False,True
1749350,nujM3XWgAWY,30.0,40.0,/m/09x0r,False,True
247644,3FYkU2Hid8I,190.0,200.0,"/m/09x0r,/t/dd00125",False,True
